id,vendor_part_number,style_code,product_size_description,qty,override_qty,reset_qty,cost,meg_cost,mes_cost,2ht_cost,turbine_sku
,WMQLAA00,LS14001-FTG,XS,5,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_XS
,WMQLAW00,LS14001-FTG,XXL,37,6,0,20.65,20.65,20.65,0,LS14001-FTG_White_2XL
,MSQLAW00,LS14001-FTG,L,1424,10,0,16.5,19.35,19.35,0,MSQLAWG3-FTG_White_L
,WMQLAW00,LS14001-FTG,L,92,6,0,19.35,19.35,19.35,0,LS14001-FTG_White_L
,MSQLAW00,LS14001-FTG,M,1181,10,0,16.5,19.35,19.35,0,MSQLAWG3-FTG_White_M
,WMQLAW00,LS14001-FTG,M,20,6,0,19.35,19.35,19.35,0,LS14001-FTG_White_M
,MSQLAW00,MSQLAWG3-FTG,S,273,10,0,16.5,19.35,19.35,0,MSQLAWG3-FTG_White_S
,WMQLAW00,LS14001-FTG,S,53,6,0,19.35,19.35,19.35,0,LS14001-FTG_White_S
,MSQLAW00,LS14001-FTG,XL,1050,10,0,16.5,19.35,19.35,0,MSQLAWG3-FTG_White_XL
,WMQLAW00,LS14001-FTG,XL,113,6,0,19.35,19.35,19.35,0,LS14001-FTG_White_XL
,MSQLAW00,MSQLAWG3-FTG,XS,98,0,0,16.5,19.35,19.35,0,MSQLAWG3-FTG_White_XS
,WMQLAW00,LS14001-FTG,XS,7,6,0,19.35,19.35,19.35,0,LS14001-FTG_White_XS
,MSQLCB00,LS14004-FTG,XXL,691,10,0,14.26,17.5,17.5,0,MSQLCBG3-FTG_BLACK_2XL
,WMQLCB00,LS14004-FTG,XXL,40,6,0,17.5,17.5,17.5,0,LS14004-FTG_Black_2XL
,MSQLCB00,MSQLCBG3-FTG,L,1463,10,0,14.26,16.82,16.82,0,MSQLCBG3-FTG_BLACK_L
,WMQLCB00,LS14004-FTG,L,219,6,0,16.75,16.82,16.82,0,LS14004-FTG_Black_L
,MSQLCB00,MSQLCBG3-FTG,M,1204,10,0,14.26,16.82,16.82,0,MSQLCBG3-FTG_BLACK_M
,WMQLCB00,LS14004-FTG,M,128,6,0,16.75,16.82,16.82,0,LS14004-FTG_Black_M
,MSQLCB00,MSQLCBG3-FTG,S,491,10,0,14.26,16.82,16.82,0,MSQLCBG3-FTG_BLACK_S
,WMQLCB00,LS14004-FTG,S,8,6,0,16.75,16.82,16.82,0,LS14004-FTG_Black_S
,MSQLCB00,LS14004-FTG,XL,1291,10,0,14.26,16.82,16.82,0,MSQLCBG3-FTG_BLACK_XL
,WMQLCB00,LS14004-FTG,XL,45,6,0,16.75,16.82,16.82,0,LS14004-FTG_Black_XL
,MSQLCB00,MSQLCBG3-FTG,XS,150,10,0,14.26,16.82,16.82,0,MSQLCBG3-FTG_BLACK_XS
,WMQLCB00,LS14004-FTG,XS,39,6,0,16.75,16.82,16.82,0,LS14004-FTG_Black_XS
,MSQLCC00,MSQLCCG3-FTG,XXL,995,10,0,14.26,17.5,17.5,0,MSQLCCG3-FTG_HEATHER_GREY_2XL
,WMQLCC00,LS14004-FTG,XXL,286,6,0,17.5,17.5,17.5,0,LS14004-FTG_HEATHER_GREY_2XL
,MSQLCC00,MSQLCCG3-FTG,L,1508,10,0,14.26,16.82,16.82,0,MSQLCCG3-FTG_HEATHER_GREY_L
,WMQLCC00,LS14004-FTG,L,17,6,0,16.75,16.82,16.82,0,LS14004-FTG_HEATHER_GREY_L
,MSQLCC00,MSQLCCG3-FTG,M,1212,10,0,14.26,16.82,16.82,0,MSQLCCG3-FTG_HEATHER_GREY_M
,WMQLCC00,LS14004-FTG,M,6,6,0,16.75,16.82,16.82,0,LS14004-FTG_HEATHER_GREY_M
,MSQLCC00,MSQLCCG3-FTG,S,475,10,0,14.26,16.82,16.82,0,MSQLCCG3-FTG_HEATHER_GREY_S
,WMQLCC00,LS14004-FTG,S,10,6,0,16.75,16.82,16.82,0,LS14004-FTG_HEATHER_GREY_S
,MSQLCC00,MSQLCCG3-FTG,XL,1117,10,0,14.26,16.82,16.82,0,MSQLCCG3-FTG_HEATHER_GREY_XL
,WMQLCC00,LS14004-FTG,XL,173,6,0,16.75,16.82,16.82,0,LS14004-FTG_HEATHER_GREY_XL
,MSQLCC00,MSQLCCG3-FTG,XS,397,10,0,14.26,16.82,16.82,0,MSQLCCG3-FTG_HEATHER_GREY_XS
,WMQLCC00,LS14004-FTG,XS,6,6,0,16.75,16.82,16.82,0,LS14004-FTG_HEATHER_GREY_XS
,WMQLCN00,LS14004-FTG,XXL,6,6,0,17.5,17.5,17.5,0,LS14004-FTG_Navy_2XL
,MSQLCN00,MSQLCNG3-FTG,XXL,23,10,0,14.26,17.5,17.5,0,MSQLCNG3-FTG_NAVY_2XL
,WMQLCN00,LS14004-FTG,L,28,6,0,16.75,16.82,16.82,0,LS14004-FTG_Navy_L
,MSQLCN00,MSQLCNG3-FTG,L,182,10,0,14.26,16.82,16.82,0,MSQLCNG3-FTG_NAVY_L
,WMQLCN00,LS14004-FTG,M,6,6,0,16.75,16.82,16.82,0,LS14004-FTG_Navy_M
,MSQLCN00,MSQLCNG3-FTG,M,183,10,0,14.26,16.82,16.82,0,MSQLCNG3-FTG_NAVY_M
,WMQLCN00,LS14004-FTG,S,6,6,0,16.75,16.82,16.82,0,LS14004-FTG_Navy_S
,WMQLCN00,LS14004-FTG,XL,14,6,0,16.75,16.82,16.82,0,LS14004-FTG_Navy_XL
,MSQLCN00,MSQLCNG3-FTG,XL,85,10,0,14.26,16.82,16.82,0,MSQLCNG3-FTG_NAVY_XL
,WMQLCN00,LS14004-FTG,XS,55,6,0,16.75,16.82,16.82,0,LS14004-FTG_Navy_XS
,MSQLCN00,MSQLCNG3-FTG,XS,25,10,0,14.26,16.82,16.82,0,MSQLCNG3-FTG_NAVY_XS
,MSQBAW00,MSQBAWG3-FTG,XXL,336,5,0,10.94,0,0,0,MSQBAWG3-FTG_WHITE_2XL
,MSQCAK00,MSQCAKG3-FTG,XXL,50,5,0,9.21,0,0,0,MSQCAKG3-FTG_GREEN_2XL
,MSQCAK00,MSQCAKG3-FTG,L,33,5,0,9.21,0,0,0,MSQCAKG3-FTG_GREEN_L
,MSQCAK00,MSQCAKG3-FTG,M,18,5,0,9.21,0,0,0,MSQCAKG3-FTG_GREEN_M
,MSQCAK00,MSQCAKG3-FTG,S,5,5,0,9.21,0,0,0,MSQCAKG3-FTG_GREEN_S
,MSQLCR00,MSQLCRG3-FTG,XS,0,0,0,14.26,16.82,16.82,0,MSQLCRG3-FTG_RED_XS
,MSQLCA00,LS14004-FTG,XXL,91,0,0,17.5,17.5,17.5,0,LS14004-FTG_Royal_2XL
,WMQLCA00,LS14004-FTG,XXL,91,0,0,17.5,17.5,17.5,0,LS14004-FTG_Royal_2XL
,MSQLCA00,LS14004-FTG,L,0,0,0,16.75,16.82,16.82,0,LS14004-FTG_Royal_L
,WMQLCA00,LS14004-FTG,L,0,0,0,16.75,16.82,16.82,0,LS14004-FTG_Royal_L
,MSQLCA00,LS14004-FTG,M,5,0,0,16.75,16.82,16.82,0,LS14004-FTG_Royal_M
,WMQLCA00,LS14004-FTG,M,5,0,0,16.75,16.82,16.82,0,LS14004-FTG_Royal_M
,MSQLCA00,LS14004-FTG,S,27,0,0,16.75,16.82,16.82,0,LS14004-FTG_Royal_S
,WMQLCA00,LS14004-FTG,S,27,0,0,16.75,16.82,16.82,0,LS14004-FTG_Royal_S
,MSQLCA00,LS14004-FTG,XL,5,0,0,16.75,16.82,16.82,0,LS14004-FTG_Royal_XL
,WMQLCA00,LS14004-FTG,XL,5,0,0,16.75,16.82,16.82,0,LS14004-FTG_Royal_XL
,MSQLCA00,LS14004-FTG,XS,5,0,0,16.75,16.82,16.82,0,LS14004-FTG_Royal_XS
,WMQLCA00,LS14004-FTG,XS,5,0,0,16.75,16.82,16.82,0,LS14004-FTG_Royal_XS
,MSQLCW00,MSQLCWG3-FTG,XXL,359,10,0,14.26,17.5,17.5,0,MSQLCWG3-FTG_WHITE_2XL
,WMQLCW00,LS14004-FTG,XXL,88,6,0,17.5,17.5,17.5,0,LS14004-FTG_White_2XL
,MSQLCW00,MSQLCWG3-FTG,L,714,10,0,14.26,16.82,16.82,0,MSQLCWG3-FTG_WHITE_L
,WMQLCW00,LS14004-FTG,L,152,6,0,16.75,16.82,16.82,0,LS14004-FTG_White_L
,MSQLCW00,MSQLCWG3-FTG,M,250,10,0,14.26,16.82,16.82,0,MSQLCWG3-FTG_WHITE_M
,WMQLCW00,LS14004-FTG,M,44,6,0,16.75,16.82,16.82,0,LS14004-FTG_White_M
,WMQLCW00,LS14004-FTG,S,24,6,0,16.75,16.82,16.82,0,LS14004-FTG_White_S
,MSQLCW00,MSQLCWG3-FTG,XL,596,10,0,14.26,16.82,16.82,0,MSQLCWG3-FTG_WHITE_XL
,WMQLCW00,LS14004-FTG,XL,104,6,0,16.75,16.82,16.82,0,LS14004-FTG_White_XL
,MSQLCW00,MSQLCWG3-FTG,XS,90,0,0,14.26,16.82,16.82,0,MSQLCWG3-FTG_WHITE_XS
,WMQLCW00,LS14004-FTG,XS,17,6,0,16.75,16.82,16.82,0,LS14004-FTG_White_XS
,MSQCAB00,MSQCABG3-FTG,XXL,333,0,0,9.21,0,0,0,MSQCABG3-FTG_BLACK_2XL
,MSQCAB00,MSQCABG3-FTG,L,379,0,0,9.21,0,0,0,MSQCABG3-FTG_BLACK_L
,MSQCAB00,MSQCABG3-FTG,M,186,0,0,9.21,0,0,0,MSQCABG3-FTG_BLACK_M
,MSQCAB00,MSQCABG3-FTG,S,97,0,0,9.21,0,0,0,MSQCABG3-FTG_BLACK_S
,MSQCAB00,MSQCABG3-FTG,XL,467,0,0,9.21,0,0,0,MSQCABG3-FTG_BLACK_XL
,MSQCAV00,MC1040-FTG,XXL,0,0,0,11,0,0,0,MC1040-FTG_CHARCOAL_HEATHER_2XL
,MSQCAV00,MC1040-FTG,L,0,0,0,9.5,0,0,0,MC1040-FTG_CHARCOAL_HEATHER_L
,MSQCAV00,MC1040-FTG,M,0,0,0,9.5,0,0,0,MC1040-FTG_CHARCOAL_HEATHER_M
,MSQCAV00,MC1040-FTG,S,0,0,0,9.5,0,0,0,MC1040-FTG_CHARCOAL_HEATHER_S
,MSQCAV00,MC1040-FTG,XL,0,0,0,9.5,0,0,0,MC1040-FTG_CHARCOAL_HEATHER_XL
,MSQCAV00,MC1040-FTG,XS,0,0,0,9.5,0,0,0,MC1040-FTG_CHARCOAL_HEATHER_XS
,MSQCAF00,MC1040-FTG,XXL,29,0,0,11,0,0,0,MC1040-FTG_Green_2XL
,MSQCAF00,MC1040-FTG,L,17,0,0,9.5,0,0,0,MC1040-FTG_Green_L
,MSQCAF00,MC1040-FTG,M,7,0,0,9.5,0,0,0,MC1040-FTG_Green_M
,MSQCAF00,MC1040-FTG,S,29,0,0,9.5,0,0,0,MC1040-FTG_Green_S
,MSQCAF00,MC1040-FTG,XL,20,0,0,9.5,0,0,0,MC1040-FTG_Green_XL
,MSQCAC00,MSQCACG3-FTG,XXL,76,0,0,9.21,0,0,0,MSQCACG3-FTG_HEATHER_GREY_2XL
,MSQCAC00,MSQCACG3-FTG,L,16,0,0,9.21,0,0,0,MSQCACG3-FTG_HEATHER_GREY_L
,MSQCAC00,MSQCACG3-FTG,M,146,0,0,9.21,0,0,0,MSQCACG3-FTG_HEATHER_GREY_M
,MSQCAC00,MSQCACG3-FTG,S,98,0,0,9.21,0,0,0,MSQCACG3-FTG_HEATHER_GREY_S
,MSQCAC00,MSQCACG3-FTG,XL,5,0,0,9.21,0,0,0,MSQCACG3-FTG_HEATHER_GREY_XL
,MSQCAN00,MC1040-FTG,XXL,20,0,0,11,0,0,0,MC1040-FTG_Navy_2XL
,MSQCAN00,MC1040-FTG,L,24,0,0,9.5,0,0,0,MC1040-FTG_Navy_L
,MSQCAN00,MC1040-FTG,M,11,0,0,9.5,0,0,0,MC1040-FTG_Navy_M
,MSQCAN00,MC1040-FTG,S,24,0,0,9.5,0,0,0,MC1040-FTG_Navy_S
,MSQCAN00,MC1040-FTG,XL,37,0,0,9.5,0,0,0,MC1040-FTG_Navy_XL
,MSQCAP00,MC1040-FTG,XXL,71,0,0,11,0,0,0,MC1040-FTG_Purple_2XL
,MSQCAP00,MC1040-FTG,L,15,0,0,9.5,0,0,0,MC1040-FTG_Purple_L
,MSQCAP00,MC1040-FTG,M,3,0,0,9.5,0,0,0,MC1040-FTG_Purple_M
,MSQCAP00,MC1040-FTG,S,7,0,0,9.5,0,0,0,MC1040-FTG_Purple_S
,MSQCAP00,MC1040-FTG,XL,17,0,0,9.5,0,0,0,MC1040-FTG_Purple_XL
,MSQCAR00,MC1040-FTG,XXL,14,0,0,11,0,0,0,MC1040-FTG_Red_2XL
,MSQCAR00,MC1040-FTG,L,6,0,0,9.5,0,0,0,MC1040-FTG_Red_L
,MSQCAR00,MC1040-FTG,M,45,0,0,9.5,0,0,0,MC1040-FTG_Red_M
,MSQCAR00,MC1040-FTG,S,18,0,0,9.5,0,0,0,MC1040-FTG_Red_S
,MSQCAR00,MC1040-FTG,XL,16,0,0,9.5,0,0,0,MC1040-FTG_Red_XL
,MSQCAA00,MC1040-FTG,XXL,4,0,0,11,0,0,0,MC1040-FTG_Royal_2XL
,MSQCAA00,MC1040-FTG,L,8,0,0,9.5,0,0,0,MC1040-FTG_Royal_L
,MSQCAA00,MC1040-FTG,M,5,0,0,9.5,0,0,0,MC1040-FTG_Royal_M
,MSQCAA00,MC1040-FTG,S,22,0,0,9.5,0,0,0,MC1040-FTG_Royal_S
,MSQCAA00,MC1040-FTG,XL,5,0,0,9.5,0,0,0,MC1040-FTG_Royal_XL
,MSQCAW00,MSQCABG3-FTG,XXL,0,0,0,9.21,0,0,0,MSQCAWG3-FTG_WHITE_2XL
,MSQCAW00,MSQCABG3-FTG,L,0,0,0,9.21,0,0,0,MSQCAWG3-FTG_WHITE_L
,MSQCAW00,MSQCABG3-FTG,M,0,0,0,9.21,0,0,0,MSQCAWG3-FTG_WHITE_M
,MSQCAW00,MSQCABG3-FTG,S,0,0,0,9.21,0,0,0,MSQCAWG3-FTG_WHITE_S
,MSQCAW00,MSQCABG3-FTG,XL,0,0,0,9.21,0,0,0,MSQCAWG3-FTG_WHITE_XL
,MSQBAK00,MSQBAKG3-FTG,XXL,147,0,5,10.95,0,0,0,MSQBAKG3-FTG_KELLYGREEN_2XL
,MSQBAK00,MSQBAKG3-FTG,L,42,0,5,10.95,0,0,0,MSQBAKG3-FTG_KELLYGREEN_L
,MSQBAK00,MSQBAKG3-FTG,M,55,0,5,10.95,0,0,0,MSQBAKG3-FTG_KELLYGREEN_M
,MSQBAK00,MSQBAKG3-FTG,S,45,0,5,10.95,0,0,0,MSQBAKG3-FTG_KELLYGREEN_S
,MSQBAK00,MSQBAKG3-FTG,XL,54,0,5,10.95,0,0,0,MSQBAKG3-FTG_KELLYGREEN_XL
,MSQBAL00,MSQBALG3-FTG,XXL,139,0,5,10.95,0,0,0,MSQBALG3-FTG_LIONSROYAL_2XL
,MSQBAL00,MSQBALG3-FTG,L,230,0,5,10.95,0,0,0,MSQBALG3-FTG_LIONSROYAL_L
,MSQBAL00,MSQBALG3-FTG,M,87,0,5,10.95,0,0,0,MSQBALG3-FTG_LIONSROYAL_M
,MSQBAL00,MSQBALG3-FTG,S,9,0,5,10.95,0,0,0,MSQBALG3-FTG_LIONSROYAL_S
,MSQBAL00,MSQBALG3-FTG,XL,146,0,5,10.95,0,0,0,MSQBALG3-FTG_LIONSROYAL_XL
,MSQCAK00,MSQCAKG3-FTG,XL,95,5,0,9.21,0,0,0,MSQCAKG3-FTG_GREEN_XL
,MSQLAR00,MSQLARG3-FTG,S,159,5,0,16.5,19.35,19.35,0,MSQLARG3-FTG_Red_S
,MSQBHC00,MSQBHCG3-FTG,S,269,0,0,10.94,0,0,0,MSQBHCG3-FTG_HEATHER_GREY_S
,MSQLAR00,MSQLARG3-FTG,XXL,165,5,0,16.5,20.65,20.65,0,MSQLARG3-FTG_Red_2XL
,MSQLAR00,MSQLARG3-FTG,L,397,5,0,16.5,19.35,19.35,0,MSQLARG3-FTG_Red_L
,MSQLAR00,MSQLARG3-FTG,M,305,5,0,16.5,19.35,19.35,0,MSQLARG3-FTG_Red_M
,MSQLAR00,MSQLARG3-FTG,XL,282,5,0,16.5,19.35,19.35,0,MSQLARG3-FTG_Red_XL
,MSQLCR00,MSQLCRG3-FTG,XXL,47,5,0,14.26,17.5,17.5,0,MSQLCRG3-FTG_RED_2XL
,MSQCAK00,MSQCAKG3-FTG,XS,0,0,0,9.21,0,0,0,MSQCAKG3-FTG_GREEN_XS
,MSQCAL00,MSQCALG3-FTG,XXL,135,0,5,9.21,0,0,0,MSQCALG3-FTG_LIONSROYAL_2XL
,MSQCAL00,MSQCALG3-FTG,L,291,0,5,9.21,0,0,0,MSQCALG3-FTG_LIONSROYAL_L
,MSQCAL00,MSQCALG3-FTG,M,208,0,5,9.21,0,0,0,MSQCALG3-FTG_LIONSROYAL_M
,MSQCAL00,MSQCALG3-FTG,S,116,0,5,9.21,0,0,0,MSQCALG3-FTG_LIONSROYAL_S
,MSQCAL00,MSQCALG3-FTG,XL,336,0,5,9.21,0,0,0,MSQCALG3-FTG_LIONSROYAL_XL
,MSQCJB00,MSQCJBG3-FTG,XXL,0,0,2,31.75,0,0,31.75,MSQCJBG3-FTG_BLACK_2XL
,MSQCJB00,MSQCJBG3-FTG,L,0,0,2,31.75,0,0,31.75,MSQCJBG3-FTG_BLACK_L
,MSQCJB00,MSQCJBG3-FTG,M,3,0,2,31.75,0,0,31.75,MSQCJBG3-FTG_BLACK_M
,MSQCJB00,MSQCJBG3-FTG,S,5,0,2,31.75,0,0,31.75,MSQCJBG3-FTG_BLACK_S
,MSQCJB00,MSQCJBG3-FTG,XL,0,0,2,31.75,0,0,31.75,MSQCJBG3-FTG_BLACK_XL
,MSQCJC00,MSQCJCG3-FTG,XXL,5,0,2,31.75,0,0,31.75,MSQCJCG3-FTG_GREY_2XL
,MSQCJC00,MSQCJCG3-FTG,L,38,0,2,31.75,0,0,31.75,MSQCJCG3-FTG_GREY_L
,MSQCJC00,MSQCJCG3-FTG,M,16,0,2,31.75,0,0,31.75,MSQCJCG3-FTG_GREY_M
,MSQCJC00,MSQCJCG3-FTG,S,12,0,2,31.75,0,0,31.75,MSQCJCG3-FTG_GREY_S
,MSQCJC00,MSQCJCG3-FTG,XL,9,0,2,31.75,0,0,31.75,MSQCJCG3-FTG_GREY_XL
,MSQCJN00,MSQCJNG3-FTG,XXL,0,0,2,31.75,0,0,31.75,MSQCJNG3-FTG_NAVY_2XL
,MSQCJN00,MSQCJNG3-FTG,L,5,0,2,31.75,0,0,31.75,MSQCJNG3-FTG_NAVY_L
,MSQCJN00,MSQCJNG3-FTG,M,5,0,2,31.75,0,0,31.75,MSQCJNG3-FTG_NAVY_M
,MSQCJN00,MSQCJNG3-FTG,S,5,0,2,31.75,0,0,31.75,MSQCJNG3-FTG_NAVY_S
,MSQCJN00,MSQCJNG3-FTG,XL,4,0,2,31.75,0,0,31.75,MSQCJNG3-FTG_NAVY_XL
,MSQLAK00,MSQLAKG3-FTG,XXL,106,0,5,16.5,0,0,0,MSQLAKG3-FTG_KELLYGREEN_2XL
,MSQLAK00,MSQLAKG3-FTG,L,278,0,5,16.5,0,0,0,MSQLAKG3-FTG_KELLYGREEN_L
,MSQLAK00,MSQLAKG3-FTG,M,249,0,5,16.5,0,0,0,MSQLAKG3-FTG_KELLYGREEN_M
,MSQLAK00,MSQLAKG3-FTG,S,43,0,5,16.5,0,0,0,MSQLAKG3-FTG_KELLYGREEN_S
,MSQLAK00,MSQLAKG3-FTG,XL,202,0,5,16.5,0,0,0,MSQLAKG3-FTG_KELLYGREEN_XL
,MSQLAK00,MSQLAKG3-FTG,XS,47,0,5,16.5,0,0,0,MSQLAKG3-FTG_KELLYGREEN_XS
,MSQLAL00,MSQLALG3-FTG,XXL,239,0,5,16.5,0,0,0,MSQLALG3-FTG_LIONSROYAL_2XL
,MSQLAL00,MSQLALG3-FTG,L,457,0,5,16.5,0,0,0,MSQLALG3-FTG_LIONSROYAL_L
,MSQLAL00,MSQLALG3-FTG,M,325,0,5,16.5,0,0,0,MSQLALG3-FTG_LIONSROYAL_M
,MSQLAL00,MSQLALG3-FTG,S,95,0,5,16.5,0,0,0,MSQLALG3-FTG_LIONSROYAL_S
,MSQLAL00,MSQLALG3-FTG,XL,313,0,5,16.5,0,0,0,MSQLALG3-FTG_LIONSROYAL_XL
,MSQLAL00,MSQLALG3-FTG,XS,48,0,5,16.5,0,0,0,MSQLALG3-FTG_LIONSROYAL_XS
,MSQLCR00,MSQLCRG3-FTG,L,189,5,0,14.26,16.82,16.82,0,MSQLCRG3-FTG_RED_L
,MSQLCR00,MSQLCRG3-FTG,M,142,5,0,14.26,16.82,16.82,0,MSQLCRG3-FTG_RED_M
,MSQLCR00,MSQLCRG3-FTG,S,47,5,0,14.26,16.82,16.82,0,MSQLCRG3-FTG_RED_S
,MSQLCR00,MSQLCRG3-FTG,XL,89,5,0,14.26,16.82,16.82,0,MSQLCRG3-FTG_RED_XL
,MSQLAW00,LS14001-FTG,XXL,532,10,0,16.5,20.65,20.65,0,MSQLAWG3-FTG_White_2XL
,MSQLCK00,MSQLCKG3-FTG,XXL,122,0,5,14.26,0,0,0,MSQLCKG3-FTG_KELLYGREEN_2XL
,MSQLCK00,MSQLCKG3-FTG,L,188,0,5,14.26,0,0,0,MSQLCKG3-FTG_KELLYGREEN_L
,MSQLCK00,MSQLCKG3-FTG,M,145,0,5,14.26,0,0,0,MSQLCKG3-FTG_KELLYGREEN_M
,MSQLCK00,MSQLCKG3-FTG,S,111,0,5,14.26,0,0,0,MSQLCKG3-FTG_KELLYGREEN_S
,MSQLCK00,MSQLCKG3-FTG,XL,134,0,5,14.26,0,0,0,MSQLCKG3-FTG_KELLYGREEN_XL
,MSQLCK00,MSQLCKG3-FTG,XS,48,0,5,14.26,0,0,0,MSQLCKG3-FTG_KELLYGREEN_XS
,MSQLCL00,MSQLCLG3-FTG,XXL,187,0,5,14.26,0,0,0,MSQLCLG3-FTG_LIONSROYAL_2XL
,MSQLCL00,MSQLCLG3-FTG,L,422,0,5,14.26,0,0,0,MSQLCLG3-FTG_LIONSROYAL_L
,MSQLCL00,MSQLCLG3-FTG,M,285,0,5,14.26,0,0,0,MSQLCLG3-FTG_LIONSROYAL_M
,MSQLCL00,MSQLCLG3-FTG,S,103,0,5,14.26,0,0,0,MSQLCLG3-FTG_LIONSROYAL_S
,MSQLCL00,MSQLCLG3-FTG,XL,341,0,5,14.26,0,0,0,MSQLCLG3-FTG_LIONSROYAL_XL
,MSQLCL00,MSQLCLG3-FTG,XS,49,0,5,14.26,0,0,0,MSQLCLG3-FTG_LIONSROYAL_XS
,MSQLCN00,MSQLCNG3-FTG,S,118,10,0,14.26,16.82,16.82,0,MSQLCNG3-FTG_Navy_S
,MSQLCW00,MSQLCWG3-FTG,S,173,10,0,14.26,16.82,16.82,0,MSQLCWG3-FTG_WHITE_S
,MVQSK900,SKG3,XXL,0,0,5,9.26,0,0,0,SKG3_Coral_2XL
,MVQSK900,SKG3,XXXL,6,0,5,9.26,0,0,0,SKG3_Coral_3XL
,MVQSK900,SKG3,L,0,0,5,9.26,0,0,0,SKG3_Coral_L
,MVQSK900,SKG3,M,0,0,5,9.26,0,0,0,SKG3_Coral_M
,MVQSK900,SKG3,S,0,0,5,9.26,0,0,0,SKG3_Coral_S
,MVQSK900,SKG3,XL,0,0,5,9.26,0,0,0,SKG3_Coral_XL
,MVQSK500,SKG3,XXL,0,0,5,9.26,0,0,0,SKG3_Light_Blue_2XL
,MVQSK500,SKG3,XXXL,0,0,5,9.26,0,0,0,SKG3_Light_Blue_3XL
,MVQSK500,SKG3,L,0,0,5,9.26,0,0,0,SKG3_Light_Blue_L
,MVQSK500,SKG3,M,0,0,5,9.26,0,0,0,SKG3_Light_Blue_M
,MVQSK500,SKG3,S,0,0,5,9.26,0,0,0,SKG3_Light_Blue_S
,MVQSK500,SKG3,XL,0,0,5,9.26,0,0,0,SKG3_Light_Blue_XL
,MVQSKZ00,SKG3,XXL,23,0,5,9.26,0,0,0,SKG3_Mint_2XL
,MVQSKZ00,SKG3,XXXL,7,0,5,9.26,0,0,0,SKG3_Mint_3XL
,MVQSKZ00,SKG3,L,0,0,5,9.26,0,0,0,SKG3_Mint_L
,MVQSKZ00,SKG3,M,0,0,5,9.26,0,0,0,SKG3_Mint_M
,MVQSKZ00,SKG3,S,15,0,5,9.26,0,0,0,SKG3_Mint_S
,MVQSKZ00,SKG3,XL,23,0,5,9.26,0,0,0,SKG3_Mint_XL
,MVQSKS00,SKG3,XXL,0,0,5,9.26,0,0,0,SKG3_Silver_2XL
,MVQSKS00,SKG3,XXXL,7,0,5,9.26,0,0,0,SKG3_Silver_3XL
,MVQSKS00,SKG3,L,0,0,5,9.26,0,0,0,SKG3_Silver_L
,MVQSKS00,SKG3,M,0,0,5,9.26,0,0,0,SKG3_Silver_M
,MVQSKS00,SKG3,S,0,0,5,9.26,0,0,0,SKG3_Silver_S
,MVQSKS00,SKG3,XL,0,0,5,9.26,0,0,0,SKG3_Silver_XL
,MVQSKY00,SKG3,XXL,33,0,5,9.26,0,0,0,SKG3_Lemon_2XL
,MVQSKY00,SKG3,XXXL,22,0,5,9.26,0,0,0,SKG3_Lemon_3XL
,MVQSKY00,SKG3,L,25,0,5,9.26,0,0,0,SKG3_Lemon_L
,MVQSKY00,SKG3,M,52,0,5,9.26,0,0,0,SKG3_Lemon_M
,MVQSKY00,SKG3,S,46,0,5,9.26,0,0,0,SKG3_Lemon_S
,MVQSKY00,SKG3,XL,14,0,5,9.26,0,0,0,SKG3_Lemon_XL
,MVQSL900,SLG3,XXL,0,0,5,10.94,0,0,0,SLG3_Coral_2XL
,MVQSL900,SLG3,XXXL,0,0,5,10.94,0,0,0,SLG3_Coral_3XL
,MVQSL900,SLG3,L,0,0,5,10.94,0,0,0,SLG3_Coral_L
,MVQSL900,SLG3,M,0,0,5,10.94,0,0,0,SLG3_Coral_M
,MVQSL900,SLG3,S,0,0,5,10.94,0,0,0,SLG3_Coral_S
,MVQSL900,SLG3,XL,0,0,5,10.94,0,0,0,SLG3_Coral_XL
,MVQSL500,SLG3,XXL,0,0,5,10.94,0,0,0,SLG3_Light_Blue_2XL
,MVQSL500,SLG3,XXXL,0,0,5,10.94,0,0,0,SLG3_Light_Blue_3XL
,MVQSL500,SLG3,L,0,0,5,10.94,0,0,0,SLG3_Light_Blue_L
,MVQSL500,SLG3,M,0,0,5,10.94,0,0,0,SLG3_Light_Blue_M
,MVQSL500,SLG3,S,0,0,5,10.94,0,0,0,SLG3_Light_Blue_S
,MVQSL500,SLG3,XL,0,0,5,10.94,0,0,0,SLG3_Light_Blue_XL
,MVQSLZ00,SLG3,XXL,0,0,5,10.94,0,0,0,SLG3_Mint_2XL
,MVQSLZ00,SLG3,XXXL,0,0,5,10.94,0,0,0,SLG3_Mint_3XL
,MVQSLZ00,SLG3,L,0,0,5,10.94,0,0,0,SLG3_Mint_L
,MVQSLZ00,SLG3,M,0,0,5,10.94,0,0,0,SLG3_Mint_M
,MVQSLZ00,SLG3,S,0,0,5,10.94,0,0,0,SLG3_Mint_S
,MVQSLZ00,SLG3,XL,0,0,5,10.94,0,0,0,SLG3_Mint_XL
,MVQSLS00,SLG3,XXL,0,0,5,10.94,0,0,0,SLG3_Silver_2XL
,MVQSLS00,SLG3,XXXL,0,0,5,10.94,0,0,0,SLG3_Silver_3XL
,MVQSLS00,SLG3,L,0,0,5,10.94,0,0,0,SLG3_Silver_L
